,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
836,12972,USER USER Emang era Jokowi punya tim mawar? Emang era Jokowi culik aktivis? Emang era Jokowi ngebantai orang (seperti tragedi Tanjung Priok atau pembersihan PKI)?\nGitu aja jawab dulu \xf0\x9f\x98\x8a',0,0,0,0,0,0,0,0,0
837,3918,.Harmonisnya tata krama pergaulan masyakat kampungku meskipun berbagai budaya yg melatar belakangi kami.Nyanyian serta canda canda temanku.Nikmatnya sajaian hidangan masakan dan minuman yg kembali harus tak lagi ku rasakan.,0,0,0,0,0,0,0,0,0
838,9701,USER LAH ANJIR KENAPAAA MENCRET MKSDNYA?:(',0,1,0,0,0,0,0,0,0
839,6722,"USER Contohnya, kalau kita lihat, bayi yg baru lahir, ada yg cacat, ada yg dilahirkan dlm keadaan x sempurna mcm bayi lain, adakah tu tanda Allah zalim pada hambanya? Tidak, Allah tahu apa yg kita x tau. Sabarlah dgn ujian Allah'",0,0,0,0,0,0,0,0,0
840,6770,"kader USER ada yg fitnah jokowi sbg antek komunis contoh: USER, Jd tau siapa yg mainkan isu PKI",1,0,1,0,0,0,0,0,1
841,1192,"namaku alana, aku memiliki permasalahan yang rumit. aku menyadari bahwa seseorang pasti pernah berada di titik terendah. dan disinilah aku, berada dititik terendah yang kelabu dan bisu. #novelalana #watrpad #shintadwi05'",0,0,0,0,0,0,0,0,0
842,4831,USER Pas bgt Poto sama soulmatenya nasi kotak!\xf0\x9f\x98\x82. Tapi klo di sebut pasukan nasi kotak ga terima! Ya salaaaam....',1,0,0,1,0,0,0,0,1
843,11314,"Menangkal paham radikal yang banyak beredar di masyarakat membutuhkan dukungan sejumlah elemen, tak terkecuali para penyuluh agama. Penyuluh agama diharapkan juga ikut berperan dalam menghalau berkembangnya paham radikal.",0,0,0,0,0,0,0,0,0
844,7127,Visi dan Misi ISLAM NUSANTARA bisa dikatakan mirip dengan Visi Dan Misi PKI. Tentu dengan sedikit Polesan maka akan terlihat cantik.',0,0,0,0,0,0,0,0,0
845,7198,Presiden RI; ; 1. 1r. Soekarno; 2. 2oeharto; 3. 3J. Habibie; 4. 4bdurrahman Wahid; 5. 5oekarno Putri; 6. 6ambang Yudhoyono; 7. 7oko Widodo; 8. 8ï½?ï½?ï½?ï½?ã??ï½?ï½?ï½?ï½?ï½?ï½?ï½?ï½?,0,0,0,0,0,0,0,0,0
846,8820,"Diluruskan agar tidak menyimpang dari ajaran Quran, tentu tidak boleh Menteri Agama Islam menyimpang dari Quran",0,0,0,0,0,0,0,0,0
847,8608,USER USER bukan salah GST ke? Sebelum pru14 beriya2 salahkan gst. Penipu ke munafik ni?',0,0,0,0,0,0,0,0,0
848,3539,USER USER Jgn salah itu janji jokowi yg di tuntut. Lu ajh yg gx paham cebong',1,1,1,0,0,0,0,0,1
849,1765,"USER USER USER USER bukan hanya KORUP oom, PDIP ternyata punya banyak skill terpendam\n\nURL",1,0,0,1,0,0,0,0,1
850,10811,USER jauhkanlah dri godaan setan yg terkutuk',0,0,0,0,0,0,0,0,0
851,5351,RT USER: RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL,0,1,0,0,0,0,0,0,0
852,11644,USER umat?? mending jd kristen deh kl akan di klaim umat yg ngikut pks dan rijik sihab\xf0\x9f\x98\x84',0,0,0,0,0,0,0,0,0
853,5877,USER Malu maluin anak medan kau ruhut!\n\n#quiz \n\nSiapa ya yang kalo berkoar suka bawa bawa ras dan menghinan pak JK ampe foto politikus brengsek ini bakar di makasar??',1,1,1,0,0,0,0,0,1
854,10585,RT USER Yg cinta orba pasti mengidolakan prabowo &amp; hary tanoe :D,1,0,1,0,0,0,0,0,1
855,10808,USER Hehe..ajarin dong sprt apa dlm ajaran kristen?',0,0,0,0,0,0,0,0,0
856,5652,USER USER USER Ucapan yang gak penting untuk di dengar... Bikin indonesia gak maju...,1,0,1,0,0,0,0,0,1
857,4511,RT USER: USER hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama,1,1,0,1,1,1,0,0,0
858,4327,Itulah Kontrak Karya Pertama Freeport (KK-I). Kontrak karya tersebut merupakan bahan promosi yang dibawa Julius Tahija untuk memperkenalkan Indonesia ke luar negeri dan misi pertamanya adalah mempromosikan Kebijakan Penanaman Modal Asing ke Australia\n#F,0,0,0,0,0,0,0,0,0
859,7718,Berita duka telah meninggal dgn tenang Bpk Liu Kiun Jie(Tai Pui Kiun) di rmh sakit vincesius Singkawang \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',0,0,0,0,0,0,0,0,0
860,1142,â??Fabi ayyi alaâ??i Rabbikuma tukazziban â?? ; Alhamdulilah Nikmat Tuhan Manalagi yg akan kalian Dustakan ð???ð??? #HaturNuhunJokowi #2019TetapJokowi,0,0,0,0,0,0,0,0,0
861,8005,RT USER USER USER Ijazah mu apa sih yg pling tinggi cek dan bedakan antara permesta dgn semesta,1,0,1,0,0,0,0,0,1
862,1149,RT USER USER Kartu kredit gak punya tpi Utangan Negara Banyak,1,0,1,0,0,0,0,0,1
863,12384,"ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.",1,1,1,0,0,0,0,0,1
864,2477,"Usir aja nih cina satu. Ki gila pamungkas dibui gara-gara anti cina. Lha ini cina udh numpang di negeri ini, malah... URL",1,0,1,0,0,1,0,0,0
865,3732,"Pemeluk agama Katolik, Islam, Kristen Protestan, Hindu, semuanya bersaudara. Terikat dengan darah dan silsilah keluarga.",0,0,0,0,0,0,0,0,0
866,2925,USER USER yauda cocot anda cincau',1,1,1,0,0,0,0,0,1
867,2007,pagi pagi buta dapat customer pelik',0,0,0,0,0,0,0,0,0
868,7641,USER Mana suaranya bani kampret? Apa udah mati kekenyangan?',1,1,0,1,0,0,0,0,1
869,428,"USER Coba dedengkot JIN terus terang ke para ulama Saudi atau rilis ke publik tentang akidah JIN. Contoh, JIN tidak anggap kafir pemeluk Kristen, Hindu, Budha, dll; semua punya peluang masuk surga. \nAku yakin akan keluar fatwa dari Saudi: JIN adal",0,0,0,0,0,0,0,0,0
870,10482,6. Iya setan aja naksir \xf0\x9f\x98\x83',0,1,0,0,0,0,0,0,0
871,893,"Kunjungan Presiden Joko Widodo pada #PadaKaryaTunai di Pelabuhan Ratu, Sukabumi. ; ; Desa Citarik telah berhasil merubah desanya dari tempat pembuangan sampah yang bau dan kumuh menjadi tepat wisata resapan air dan menjadikan sampah sebagai produk yang mem",0,0,0,0,0,0,0,0,0
872,10611,RT USER Teruslah Nuduh USER PKI Jkw anti Islam rkyt gk Ada yg percaya.Kl mau kampanye contohlah USERUSER USER,1,0,1,0,0,0,0,0,1
873,9818,RT USER: USER Bajingan. Inter itu tim top dan hebat. Lazio itu yg sampah',1,1,1,0,0,0,0,0,1
874,5812,"2017 ahok dilengserkan,misi berikutnya 2018 lengserkan jokowi JakartaKece",1,0,1,0,0,0,0,0,1
875,12169,USER hahahahaha tai cuk',0,1,0,0,0,0,0,0,0
876,9017,INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR. URL,1,1,1,0,1,0,0,0,0
877,7035,"Sing sabar kawan,terkadang untuk mencapai kebaikan butuh pengorbanan bahkan orang yg km kasihi dan km perjuangkan justru menjadi belenggu menuju ridho Nya...\nKoe ora cacat tur yo bagus,sukses...\nAku yakin iseh okeh sing ngantri kanggo koe...'",0,0,0,0,0,0,0,0,0
878,5036,19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,1,0,0,1,0,0,0,0,1
879,1139,RT USER: Bolehkah rindu pada yang kau sebut bajingan sekalipun?',0,1,0,0,0,0,0,0,0
880,532,Berdayakan Ekonomi Pesantren Ulama Jawa Barat Dukung Jokowi di Pilpres 2019; #TetapJokowi2019,0,0,0,0,0,0,0,0,0
881,1945,Ih geblek sp yg bilang airplane pt.2 bawa2 islam alquran sgala \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 lebih ke latin drpd arabic song kali \xf0\x9f\x98\xa7',0,1,0,0,0,0,0,0,0
882,5430,USER Keren memek nya ya om hiu',0,1,0,0,0,0,0,0,0
883,73,"USER Yang ngajarin solat'a ajah itu orang aseng dia hanya ingin memecah belah islam""",0,0,0,0,0,0,0,0,0
884,7124,KPK ?? Bubarkan !!!,1,0,0,1,0,0,0,0,1
885,6837,LAPTOP AKU DIJANGKITI VIRUS SEKALI LAGI BABI APAKAH YANG SEDANG BERLAKU INI?!!?!?!??!!!',0,1,0,0,0,0,0,0,0
886,11794,"Aku rasa emang terlalu cepet untuk buat yang kaya ginian di bulan kelima kita, tapi aku cuma pengen kamu ngerasa bahagia aja dapet hadiah-hadiah kecil dari aku. \n\n Gak terlalu mewah karna aku juga bukan milyarder yang punya banyak uang buat beliin ka",0,0,0,0,0,0,0,0,0
887,2686,USER USER Nah kan BACOTNYA CEBONG kok sama semua ya? \xf0\x9f\x98\x82\xf0\x9f\x98\x82 \nMirip PKI..\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1
888,5984,"Kt di sibukkan dgn feeeport... Ada yg serius ""pelototin"" perusahaan china yg nambang nikel di Morowali/sulteng..? ber ribu2 tka..? URL",0,0,0,0,0,0,0,0,0
889,6139,Duta besar myanmar aja ga berani mereka usir..harusnya besok hbs sholat ..gruduk kedutaannya.. budha indonesia gagu semua,1,0,0,1,1,0,0,0,0
890,11005,Ass. Tahun 2024 pasti Presiden baru,0,0,0,0,0,0,0,0,0
891,2983,USER USER USER Aja ditolak NU apa lg Ahok yg keturunan tionghoa dan nasrani\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0
892,8202,"USER Dari wajahx aja keliatan oon,munafik ,sok pintar,sok suci..iblis.'",1,1,1,0,0,0,1,0,0
893,13150,USER Tambahan : \nArsitektur Universitas Katolik Parahyangan Bandung',0,0,0,0,0,0,0,0,0
894,2837,"RT USER: USER lost respect untuk kesekian kalinya buat agency yg lo banggain, buat artis yang lo banggain. \nkelakuan tai kucin\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1
895,1030,"Namun, rezim Soeharto memberi izin perluasan hingga 2,5 juta hektare pada 1989, lewat kontrak anyar. \n#Freeport51'",0,0,0,0,0,0,0,0,0
896,10598,"Seandainya Prabowo Presiden Konflik Rohingya Jadi Apa? Jadi ga jelas, semuanya ditipu oleh prabowo",1,0,1,0,0,0,0,0,1
897,2393,USER gasuka sm org yg playvictim ew najis',1,1,0,1,0,0,0,0,1
898,733,"Dalam perbincangan terakhirnya dengan Presiden,",0,0,0,0,0,0,0,0,0
899,6839,Tapi ada cara sederhana untuk mengidentifikasi para pembajak agama ini. Apakah ayat2 yg mereka suarakan mendatangkan kedamaian atau permusuhan? Apakah ajaran2 yg mereka teriakkan membuat hati jadi tenang atau membuat hati jadi panas?,0,0,0,0,0,0,0,0,0
900,5153,USER Isu Rohingya memang perlu digoreng utk agar Presiden Jokowi tampil layaknya seorang pemimpin bangsa besar,1,0,1,0,0,0,0,0,1
901,5804,ga tau malu nih cina harus angkat kaki di istana !,1,0,0,1,0,1,0,0,0
902,12554,"USER Salah ikut korg la. Knape bile berkaitan ngan gay ja smua org nak jadi ""alim""? Penyelamat? ""Saviour""? Padahal korg smua org asing? Tngok gay ja trus kata ""truk"". Gay ialah ciri sahaja. Tengok pada individu. Klau dia rakyat yg baik, biarkan la",0,0,0,0,0,0,0,0,0
903,1898,"RT USER: #RETWEET \nGak Ada Kontol, Jari Jadi Sasaran ... \xf0\x9f\x92\xa6\n\n#ngentot #kontol #sangeberat #bokepasia #videomesum\n#videobokepgrat\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0
904,9171,#TKI |\n\nHAJI UMA JUGA MENGUCAPKAN TERIMAKASI KEPADA KETUA KESATUAN ANEUK NANGGROE ACEH (KANA) DI MALAYSIA DAN KEPADA SELURUH WARGA ACEH DI MALAYSIA YANG IKUT MENYUMBANG DAN MEMBANTU PROSES PEMULANGAN JENAZAH.\n\nURL,0,0,0,0,0,0,0,0,0
905,4563,"Kaum cebong senjata nya cuma ""hoax"" percuma ngasi data dan fakta'",1,1,0,1,0,0,0,0,1
906,8003,USER USER USER Bedebah..teror psikologis agar pilih Jokowi,1,1,1,0,0,0,0,0,1
907,12997,Berarti bukan pribumi yaaa.. USER ayok kita bahanakan pribumi.. Usir USER dr indonesia.. Dy keturunan cina Bukan pribumi,1,0,1,0,0,1,0,0,0
908,3290,USER Memang dasar kampang \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1
909,3658,Mantap Pak Presiden...ð???ð???ð???; Horas...; ; JOKOWI2PRIODE,0,0,0,0,0,0,0,0,0
910,11147,USER Iya sih kek komunis banget wkwkwk',1,0,1,0,0,1,0,0,0
911,1689,"USER Plonga plongo...pah poh..dlongap dlongop..; Tp mau melaporkan ahlinya filsafah.; Mmg yg terdepan kedunguannya,semoga klo hukum tdk berat sebelah dan pak USER tdk terbukti menistakan agama. Si janda USER ini akan dituntut balik",1,1,1,0,0,0,0,0,1
912,6108,"USER Merong2 mah bukan karena ndut atau kurus, pun bukan karena kurang eue.. Tapiiii karena banyak uit mah senang aja ga perlu merong2 kan tinggal nyoh nyoh \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x91\x8c'",0,0,0,0,0,0,0,0,0
913,2334,"USER USER Boleh tanya, Deny ini Muslim atau Kristen ya?'",0,0,0,0,0,0,0,0,0
914,4313,"USER USER USER USER USER USER USER USER Apakah ini berarti sosialisasi BOM shg menjadi kata yg tidak menakutkan?... Kalo ada bom beneran, itu mah biasa,... ""jihad"".'",0,0,0,0,0,0,0,0,0
915,2588,USER USER USER Membawa nama Islam tp mnggunakan cara PKI.\nPartai Komunis Syariah',1,0,0,1,1,1,0,0,0
916,1661,"USER USER USER USER USER Bebas. Terserah. Dlm memahami konteks agama (Islam khususnya).; Namun bagi saya, kematian adalah realitas. Kebangkitan, hisab, surga atau neraka adalah KEYAKINAN mutlak. ð???; Semua hal itu terse",0,0,0,0,0,0,0,0,0
917,10203,"nemu jawaban dari seorang ustadz kenapa babi diharamkan\nlah netijen yang udah pinter malah ngata-ngatain bodoh, hidup ga bermanfaat, ga pernah ngaji dll. \xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91'",0,0,0,0,0,0,0,0,0
918,5576,USER Boleh kok kan cma yayasan atau kampusnya yg dibangun berdasarkan asas agama katolik / kristen tpi nerima murid yg beragama apa aja kok hehe',0,0,0,0,0,0,0,0,0
919,6543,RT USER: Masih kaku untuk berlagak\nMasih gilakan membuat corak\nMasih lagi cuba mengorak\nMasih lagi terus bergerak\nMasih ramai yang\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
920,8844,"Mungkin aku termasuk golongan yg nekat, iya nekat. Beli barang yg udah cacat dg resiko yg banyaknya tak terkira.'",0,0,0,0,0,0,0,0,0
921,10964,"Hmm, keknya bahaya kalo sampe pilihan cawapres ke dia juga, bisa kejadian lagi nurunin presiden paksa kek ahok dulu, yg maju akhirnya cawapresnya? Mungkin ?; Menang kalah tetep menang, jago juga strateginya, kek ga ada cawapres lain aja yg bener ?",1,0,1,0,0,0,0,0,1
922,7924,"Jadi orang"" yg marah karena merasa ketipu oleh janji"" palsu Jokowi juga bakal dilaporin polisi satu"" nih? Dasar gila!",1,1,1,0,0,0,0,0,1
923,3137,"USER USER USER USER USER Kbnyakan kencing onta mahluk satu ini, emosi mulu dari td gua liat, dasar sumbu pendek si tidur kebalik.'",1,1,1,0,0,0,0,0,1
924,2690,USER USER USER USER USER USER USER Ulah cebong kafir keparat itu',1,1,0,1,1,0,0,0,0
925,4770,Kan dah tak masal kena kutuk satu group. Hahaha kampang nye',0,1,0,0,0,0,0,0,0
926,487,"USER Foto profile nya saat naik pesawat, tp msh bs blg jgn cintai produk asing,dari hal sederhana ini saja,kita sdh bs mengukur berapa parahnya tingkat kemunafikan mu,lbh baik anda lgs terjun dari pesawat biar ucapan anda sesuai dgn perbuatan.",0,0,0,0,0,0,0,0,0
927,9758,USER pak USER kalo anak buah anda USER mulutnya kayak gini jngan harap rakyat percaya sama USER 2019,1,0,1,0,0,0,0,0,1
928,6245,Raja yang tidak jujur itu seperti joki yang menunggangi buaya. Untuk selamat dan dia tidak boleh turun',0,0,0,0,0,0,0,0,0
929,12652,"USER Woy, USER goblok...mo lou goreng gak? Manusia bajingan kek lou biasanya demen niy sama yg beginian...'",1,1,1,0,0,0,0,0,1
930,738,"USER Sebenarnya maksud dari jor joran 'pinjaman' ajaib itu adalah.. \n1. Merebut simpati rakyat, yg di bombardir media, 51% freeport milik Indonesia. \n2. Isyu got sulit digoreng, karena sudah bertransformasi jd rezim, mainlah teknologi 'got' tin",0,0,0,0,0,0,0,0,0
931,337,USER USER USER USER Gw terpukaukaukau #2019GantiPresiden,1,0,1,0,0,0,0,0,1
932,6939,Bangun-makan-eek-makan-tidur. Mnton.',0,0,0,0,0,0,0,0,0
933,13140,"Ajarkan cinta, hentikan menabikan Muhammad bejad dan nyembah2 Allah SWT dungu & biadab agar Indonesia Medeka 100 %",1,1,0,1,1,0,0,0,0
934,8200,"USER Ya jangan pukul rata kalo fwb itu cuma buat muasin nafsu, lol. Bedain yang mana jablay yang mana fw",0,0,0,0,0,0,0,0,0
935,3485,"Bapak Prabowo yang ""TERHORMAT"" Haruskah anda tampil seperti orang yang cemburu dan kalah ?",1,0,1,0,0,0,0,0,1
936,9071,USER Lu setan',1,1,1,0,0,0,0,0,1
937,8775,Sampai skrg msh rmai yg buta mata buta hati.. salam jumaat people..',0,0,0,0,0,0,0,0,0
938,7674,USER Nunggu reaksi si denny siregar stelah cita citanya memenjarakan HRS tinggal kenangan DASAR DUNGU!!!!!!',1,1,1,0,0,0,0,0,1
939,3340,USER USER Ya Allah sy mohon scptnya ganti presiden biar Indonesia selamat,0,0,0,0,0,0,0,0,0
940,6922,RT USER USER Dudukan boleh DPR mantan menkominfo tp posting hoax hadehhh doa pak jokowi endut gagalpaham,1,0,1,0,0,0,0,0,1
941,1971,"Hi.. Hi.. Hi.. ; Kitab Suci Berisi Ayat Fiksi alias Hayalan belaka. ; ; Berarti Kitab Suci Berisikan HOAX .; Penyebar Agama = Penyebar Hoax ; ; Pantesan, semakin orang mengimani kitab suci Otak Makin dipantat dekat dengan Kentut ; ?????; #atheis; #Gem",1,1,0,1,1,0,0,0,0
942,12886,"Semangat bela Agama tidak akan pernah pudar trhdp para pelaku Penista Agama, penista Rasulullah dan penista ulama.; Segera tangkap, adili lalu penjarakan.; Tegakkan hukum setegak2nya.",0,0,0,0,0,0,0,0,0
943,4246,"HEY PRIA..\njanganlah jadi Bencong ideologi !\nKiara Artha Proyek RRC , di dampingi lansung oleh wakil PM RRC\ndi kasi izin nya..\nsementara ada mantan atlit sampe sakit keras harus hidup di tenda..\nkorban kebijakan radikal ridwan kamil..\n\njd kau itu jgn kaya bencong , bicara Ekonomi URL",0,1,0,0,0,0,0,0,0
944,8990,USER Engcer kek eeq mencret ya?',0,1,0,0,0,0,0,0,0
945,6710,"USER SMA ku dulu negeri (dan termasuk yg favorit), jadi favorit buat yg minoritas karena ga jadi minoritas di sana. 50:50 yg muslim &amp; kristen/katolik. Di kelasku malah masing2 sepertiga. Ga tahu sekarang masih gitu/ga.'",0,0,0,0,0,0,0,0,0
946,8504,USER USER USER ko cebong g ade yang cerdas',1,1,0,1,0,0,0,0,1
947,12980,USER sama halnya dengan cina di indonesia dong .. PO AN TUI malah gabung kompeni buat membunuh pribumi ..,1,0,0,1,0,1,0,0,0
948,9465,RT USER: Semua memang salah Jokowi.. URL,1,0,1,0,0,0,0,0,1
949,8769,"\xe3\x85\xa4\n Usai membaca pesan dari orang asing tersebut beberapa kali lagi, ia memutuskan untuk kembali menghubungi istrinya.\n\xe3\x85\xa4\n \xe2\x80\x9cMari coba bertemu dengannya terlebih dahulu. Kalau dia hanya gumpalan omong kosong, bunuh",0,0,0,0,0,0,0,0,0
950,9977,USER Ya uang negara dong ustad. Kyk yg bagi2 sembako incumben tu jg uang negara. Rezim bangsat.',1,1,1,0,0,0,0,0,1
951,9699,"Kalo ak jadi Gubernur Bank, akan kuminta seluruh pecahan uang dicetak dengan wajah USER",0,0,0,0,0,0,0,0,0
952,8032,"USER USER USER USER USER USER USER USER Ehh...kita positif dulu gaes, dia mau tekankan bahwa kaum 212 itu sia-sia...bela agama yg kitab sucinya fiksi juga...kalau Fiksi tapi isinya suatu norma kehid",1,0,0,1,0,0,0,0,1
953,2322,USER USER sejak lo dm pake capslock terus bilang gua cocot wkwk',0,1,0,0,0,0,0,0,0
954,630,"USER Betul , lalu knp tdk ada hindu nusantara,budha nusantara,khonghucu nusantara.kristen nusantars..Whats wrong? Why? Coba argumennya prof sambil ngopi &amp; guyon2\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0
955,349,"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya URL",1,0,1,0,0,0,0,0,1
956,1374,USER Bidadari jamban?',0,0,0,0,0,0,0,0,0
957,9655,"Para politisi bangsat itu, mereka saling berlomba siasat untuk membuat sesat pikiran rakyat.\nTidak yang ber ""posisi"" dan ""oposisi"" sama-sama bejat!\nYang fanatik makin giat, tapi rakyat mulai penat.\nPolitisi masih sama seperti jerawat di pantat! Bodat!",1,1,0,1,0,0,0,0,1
958,6633,"Presiden Jongos..slalu nunggu aba"" tuan Cina nya..apalagi yg dibantai Muslim bukan Cina Kafir.!",1,1,1,0,1,1,0,0,0
959,3365,"RT USER: Akibat putus cinta, sahabat sendiri diewe juga yg penting sama2 lubang toh lebih rapet bool drpd memek USER USER\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0
960,3476,"USER Bacot reza, urusin saja anak istrimu itu! Etapi garagara reply anda saya jadi galau lagi\xf0\x9f\x98\xad'",1,1,1,0,0,0,0,0,1
961,6210,RT USER BILA DIKTATOR JOKOWI SERIUS MAU DPR YG BERSIH KORUPSI..,1,0,1,0,0,0,0,0,1
962,4497,"USER Disana ada cowo asing kan..\nCoba ajakin kenalan. Bikin asyik aja, nanti keluar bareng buat beli keperluan proker. Ngobrol di posko sampe malem. Betah wes..\n\nKalo gak gitu, bawa persediaan film. Biar ga gabut. Wkwk'",0,0,0,0,0,0,0,0,0
963,8329,USER Gue doain budek lu \xf0\x9f\x98\x83 /g',1,1,1,0,0,0,1,0,0
964,12018,"Sbb aku rasa nak cari pengalaman dekat luar? Kemon man. Duk terperuk je tak best, nak tgk gak budaya luar.",0,0,0,0,0,0,0,0,0
965,6212,Ah prabowo PERCITRAAN,1,0,1,0,0,0,0,0,1
966,8888,USER USER Bolehlah barter sama gigi onta',0,0,0,0,0,0,0,0,0
967,11081,"RT USER: Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya https:\/\/t.co\/XQFktDG74x",1,0,0,1,0,0,0,0,1
968,2006,"Ketauan jelas kan bedanya, yang satu ikhlas yang satu bayaran...; #2019GantiPresiden",1,0,1,0,0,0,0,0,1
969,6690,(cont.) mendekati Phoebe dengan tatapan\xe2\x80\x94entah lah. Keanu tidak merasa terintimidasi. Hanya saja terlalu tidak ramah untuk orang asing yang baru bertemu. Sementara Ilya yang berada di gendongan nya pun ia hadapan kan ke depan. Tangan mungil nya,0,0,0,0,0,0,0,0,0
970,1871,"\xc3\x8fPSK mengaku mahasiswi, pasang tarif Rp 150 ribu untuk ditiduri | URL URL",0,0,0,0,0,0,0,0,0
971,3467,"Apes beneeeer... dapet jadwal shift pagi cuma 4 hari. Besok off, lusa shift malam sampai Sabtu depan !! Badan makin cungkring, ampuuuun... Zzzzzz'",0,0,0,0,0,0,0,0,0
972,8886,RT USER: dasar bajingan!\xf0\x9f\x98\xa0 URL,0,1,0,0,0,0,0,0,0
973,1713,"Liat orang lagi sulit bisa bisanya gamau bantu, liat ntar pas lu susah gaada yang bantu mampus lu tai.'",1,1,1,0,0,0,0,0,1
974,3613,USER ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!,1,1,1,0,0,0,0,1,0
975,12624,USER USER gak usah terlalu tinggi mikir 2019 ganti presiden deh... ganti kelamin yg normal dulu aja buat USER baru ngebacot',1,1,1,0,0,0,0,1,0
976,9631,"USER USER USER usir rohingya dari indonesia, krn rohingya sudah menistakan gadis budha di myanmar.",1,0,0,1,0,1,0,0,0
977,3843,"Status Dukung ""Gerakan Matikan Lilin untuk Ahok"" Gubernur Sebut Akun Facebook Di-""hack"" URL",1,0,1,0,0,0,0,0,1
978,3840,USER tiada rotan akarpun jadi. Tiada pergantian presiden pergantian capres pun jadi.,0,0,0,0,0,0,0,0,0
979,8466,USER Males banget ak berjodoh sm upil onta',1,1,1,0,0,0,0,0,1
980,4896,USER USER USER USER USER Anda yakin budha idn agama impor? dari mana? Candi tdk identik dgn negara budha mana pun. Dann berada di tengah pulau. Sdgkan yg lain mempunyai kampung tua ditepi laut...\nKearifan lokal yg,0,0,0,0,0,0,0,0,0
981,6943,"USER Btw adek gue juga, putih banget macem orang luar mana sipit lagi astaghfirullah untung pesek.'",0,0,0,0,0,0,0,0,0
982,4404,USER Iseng yg berbahaya. Sama iseng yg teriak bom di bandara..\n\nRJ diancam hukuman di atas 5 tahun.',0,0,0,0,0,0,0,0,0
983,429,"USER Atau seperti hujan lebat dari langit, bersama dengan gelap-gelita, dan guruh serta kilat; mereka menyumbat jarinya ke dalam telinga masing-masing dari mendengar suara petir, kerana mereka takut mati. (Masakan mereka boleh terlepas) sedang Allah me",0,0,0,0,0,0,0,0,0
984,6171,dekalarasi pilkada 2018 aman dan anti hoax warga dukuh sari jabon,0,0,0,0,0,0,0,0,0
985,8119,"USER Boleh gak ya, aku ikut naboki orang bloon ini?'",1,1,1,0,0,0,0,0,1
986,8118,4. Apakah pernah mengalami kendala dalam mengatur waktu? USER #KUchat,0,0,0,0,0,0,0,0,0
987,11361,"Sejahat manapun dia jangan di hina kisah silam hidup dia. Jika dia seorang pendosa, kamu juga seorang pendosa. Kerana selagi kamu bernama manusia, TIDAK akan terlepas daripada melakukan Kesilapan dan Dosa . \n\n #AkuSeorangPendosa \n#liku2kehidupan'",0,0,0,0,0,0,0,0,0
988,941,"USER USER USER USER Maksud saya, pendidikan jangan dibatasi. Helen Keller wanita bisu tuli dan buta bisa mendapatkan gelar sarjana &amp; berprestasi. Steven Hawking bisa tetap mengembangkan ilmu didalam kelumpuhannya. Tidak",0,0,0,0,0,0,0,0,0
989,9462,"USER USER ""Ragweda adalah salah satu dari catur weda yang termasuk dalam sastra Hindu dan juga kitab Weda. Ragweda adalah kitab Sruti ( kumpulan besar sastra keagamaan Hindu) yang paling utama. \n\nSedangkan V.75.3 merujuk pada bagia",0,0,0,0,0,0,0,0,0
990,10605,"seperti diketahui banyak banu Yahudi yg pergi menetap di Jazirah. terkhusus arab tengah seperti banu Najjar, Qurayza, Nadir etc.'",0,0,0,0,0,0,0,0,0
991,6753,"RT USER: pada akhirnya si orang pintar yg jadi gila ini mati, matinya kapan ?? dia mati bersamaan dengan ""langkah akhir"" yg ketua\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0
992,2341,USER Selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1
993,7975,(((Kelompok))) bang,0,0,0,0,0,0,0,0,0
994,878,"Wow..gerakan #2019GantiPresiden MENDUNIA...spanduk beredar d Turki ,Jepang,Jerman,Inggris..",0,0,0,0,0,0,0,0,0
